# 1: Detection or Track-id,2: Video or Image Identifier,3: Unique Frame Identifier,4-7: Img-bbox(TL_x,TL_y,BR_x,BR_y),8: Detection or Length Confidence,9: Target Length (0 or -1 if invalid),10-11+: Repeated Species,Confidence Pairs or Attributes
# metadata,fps: 5,"exported_by: ""dive:kosmos""","exported_time: ""19/06/2026 at 10:53:17"""
0,C:\KOSMOS_IHM\data_out\20260212_zer_fef260008\img\00001.jpg,1,0,0,0,0,1,-1,landing,1,
1,C:\KOSMOS_IHM\data_out\20260212_zer_fef260008\img\00100.jpg,100,0,0,0,0,1,-1,take_off,1,
2,C:\KOSMOS_IHM\data_out\20260212_zer_fef260008\img\00049.jpg,49,0,0,0,0,1,-1,whiteboard,1,
2,C:\KOSMOS_IHM\data_out\20260212_zer_fef260008\img\00050.jpg,50,0,0,0,0,1,-1,whiteboard,1,
2,C:\KOSMOS_IHM\data_out\20260212_zer_fef260008\img\00051.jpg,51,0,0,0,0,1,-1,whiteboard,1,
2,C:\KOSMOS_IHM\data_out\20260212_zer_fef260008\img\00052.jpg,52,0,0,0,0,1,-1,whiteboard,1,
2,C:\KOSMOS_IHM\data_out\20260212_zer_fef260008\img\00053.jpg,53,0,0,0,0,1,-1,whiteboard,1,
2,C:\KOSMOS_IHM\data_out\20260212_zer_fef260008\img\00054.jpg,54,0,0,0,0,1,-1,whiteboard,1,
2,C:\KOSMOS_IHM\data_out\20260212_zer_fef260008\img\00055.jpg,55,0,0,0,0,1,-1,whiteboard,1,
2,C:\KOSMOS_IHM\data_out\20260212_zer_fef260008\img\00056.jpg,56,0,0,0,0,1,-1,whiteboard,1,
2,C:\KOSMOS_IHM\data_out\20260212_zer_fef260008\img\00057.jpg,57,0,0,0,0,1,-1,whiteboard,1,
2,C:\KOSMOS_IHM\data_out\20260212_zer_fef260008\img\00058.jpg,58,0,0,0,0,1,-1,whiteboard,1,
2,C:\KOSMOS_IHM\data_out\20260212_zer_fef260008\img\00059.jpg,59,0,0,0,0,1,-1,whiteboard,1,
2,C:\KOSMOS_IHM\data_out\20260212_zer_fef260008\img\00060.jpg,60,0,0,0,0,1,-1,whiteboard,1,
2,C:\KOSMOS_IHM\data_out\20260212_zer_fef260008\img\00061.jpg,61,0,0,0,0,1,-1,whiteboard,1,
2,C:\KOSMOS_IHM\data_out\20260212_zer_fef260008\img\00062.jpg,62,0,0,0,0,1,-1,whiteboard,1,
2,C:\KOSMOS_IHM\data_out\20260212_zer_fef260008\img\00063.jpg,63,0,0,0,0,1,-1,whiteboard,1,
2,C:\KOSMOS_IHM\data_out\20260212_zer_fef260008\img\00064.jpg,64,0,0,0,0,1,-1,whiteboard,1,
2,C:\KOSMOS_IHM\data_out\20260212_zer_fef260008\img\00065.jpg,65,0,0,0,0,1,-1,whiteboard,1,
2,C:\KOSMOS_IHM\data_out\20260212_zer_fef260008\img\00066.jpg,66,0,0,0,0,1,-1,whiteboard,1,
2,C:\KOSMOS_IHM\data_out\20260212_zer_fef260008\img\00067.jpg,67,0,0,0,0,1,-1,whiteboard,1,
2,C:\KOSMOS_IHM\data_out\20260212_zer_fef260008\img\00068.jpg,68,0,0,0,0,1,-1,whiteboard,1,
2,C:\KOSMOS_IHM\data_out\20260212_zer_fef260008\img\00069.jpg,69,0,0,0,0,1,-1,whiteboard,1,
2,C:\KOSMOS_IHM\data_out\20260212_zer_fef260008\img\00070.jpg,70,0,0,0,0,1,-1,whiteboard,1,
2,C:\KOSMOS_IHM\data_out\20260212_zer_fef260008\img\00071.jpg,71,0,0,0,0,1,-1,whiteboard,1,
2,C:\KOSMOS_IHM\data_out\20260212_zer_fef260008\img\00072.jpg,72,0,0,0,0,1,-1,whiteboard,1,
2,C:\KOSMOS_IHM\data_out\20260212_zer_fef260008\img\00073.jpg,73,0,0,0,0,1,-1,whiteboard,1,
2,C:\KOSMOS_IHM\data_out\20260212_zer_fef260008\img\00074.jpg,74,0,0,0,0,1,-1,whiteboard,1,
2,C:\KOSMOS_IHM\data_out\20260212_zer_fef260008\img\00075.jpg,75,0,0,0,0,1,-1,whiteboard,1,
2,C:\KOSMOS_IHM\data_out\20260212_zer_fef260008\img\00076.jpg,76,0,0,0,0,1,-1,whiteboard,1,
2,C:\KOSMOS_IHM\data_out\20260212_zer_fef260008\img\00077.jpg,77,0,0,0,0,1,-1,whiteboard,1,
2,C:\KOSMOS_IHM\data_out\20260212_zer_fef260008\img\00078.jpg,78,0,0,0,0,1,-1,whiteboard,1,
2,C:\KOSMOS_IHM\data_out\20260212_zer_fef260008\img\00079.jpg,79,0,0,0,0,1,-1,whiteboard,1,
2,C:\KOSMOS_IHM\data_out\20260212_zer_fef260008\img\00080.jpg,80,0,0,0,0,1,-1,whiteboard,1,
2,C:\KOSMOS_IHM\data_out\20260212_zer_fef260008\img\00081.jpg,81,0,0,0,0,1,-1,whiteboard,1,
2,C:\KOSMOS_IHM\data_out\20260212_zer_fef260008\img\00082.jpg,82,0,0,0,0,1,-1,whiteboard,1,
2,C:\KOSMOS_IHM\data_out\20260212_zer_fef260008\img\00083.jpg,83,0,0,0,0,1,-1,whiteboard,1,
2,C:\KOSMOS_IHM\data_out\20260212_zer_fef260008\img\00084.jpg,84,0,0,0,0,1,-1,whiteboard,1,
